x,y
134.8,15.8388
134.9,15.8388
135,15.8388
135.1,15.8388
135.2,15.8388
135.3,15.8388
135.4,15.8388
135.5,15.8388
135.6,15.8388
135.7,15.8389
135.8,15.8389
135.9,15.8389
136,15.8389
136.1,15.8389
136.2,15.8389
136.3,15.8389
136.4,15.8389
136.5,15.8389
136.6,15.8389
136.7,15.8389
136.8,15.8389
136.9,15.8389
137,15.8389
137.1,15.8389
137.2,15.8389
137.3,15.8389
137.4,15.839
137.5,15.839
137.6,15.839
137.7,15.839
137.8,15.839
137.9,15.839
138,15.839
138.1,15.839
138.2,15.839
138.3,15.839
138.4,15.839
138.5,15.839
138.6,15.839
138.7,15.839
138.8,15.839
138.9,15.839
139,15.839
139.1,15.839
139.2,15.839
139.3,15.8391
139.4,15.8391
139.5,15.8391
139.6,15.8391
139.7,15.8391
139.8,15.8391
139.9,15.8391
140,15.8391
140.1,15.8391
140.2,15.8391
140.3,15.8391
140.4,15.8391
140.5,15.8391
140.6,15.8391
140.7,15.8391
140.8,15.8391
140.9,15.8391
141,15.8391
141.1,15.8391
141.2,15.8391
141.3,15.8391
141.4,15.8391
141.5,15.8392
141.6,15.8392
141.7,15.8392
141.8,15.8392
141.9,15.8392
142,15.8392
142.1,15.8392
142.2,15.8392
142.3,15.8392
142.4,15.8392
142.5,15.8392
142.6,15.8392
142.7,15.8392
142.8,15.8392
142.9,15.8392
143,15.8392
143.1,15.8392
143.2,15.8392
143.3,15.8392
143.4,15.8392
143.5,15.8392
143.6,15.8392
143.7,15.8392
143.8,15.8392
143.9,15.8392
144,15.8392
144.1,15.8393
144.2,15.8393
144.3,15.8393
144.4,15.8393
144.5,15.8393
144.6,15.8393
144.7,15.8393
144.8,15.8393
144.9,15.8393
145,15.8393
145.1,15.8393
145.2,15.8393
145.3,15.8393
145.4,15.8393
145.5,15.8393
145.6,15.8393
145.7,15.8393
145.8,15.8393
145.9,15.8393
146,15.8393
146.1,15.8393
146.2,15.8393
146.3,15.8393
146.4,15.8393
146.5,15.8393
146.6,15.8393
146.7,15.8393
146.8,15.8393
146.9,15.8393
147,15.8393
147.1,15.8393
147.2,15.8393
147.3,15.8394
147.4,15.8394
147.5,15.8394
147.6,15.8394
147.7,15.8394
147.8,15.8394
147.9,15.8394
148,15.8394
148.1,15.8394
148.2,15.8394
148.3,15.8394
148.4,15.8394
148.5,15.8394
148.6,15.8394
148.7,15.8394
148.8,15.8394
148.9,15.8394
149,15.8394
149.1,15.8394
149.2,15.8394
149.3,15.8394
149.4,15.8394
149.5,15.8394
149.6,15.8394
149.7,15.8394
149.8,15.8394
149.9,15.8394
150,15.8394
150.1,15.8394
150.2,15.8394
150.3,15.8394
150.4,15.8394
150.5,15.8394
150.6,15.8394
150.7,15.8394
150.8,15.8394
150.9,15.8394
151,15.8394
151.1,15.8394
151.2,15.8394
151.3,15.8395
151.4,15.8395
151.5,15.8395
151.6,15.8395
151.7,15.8395
151.8,15.8395
151.9,15.8395
152,15.8395
152.1,15.8395
152.2,15.8395
152.3,15.8395
152.4,15.8395
152.5,15.8395
152.6,15.8395
152.7,15.8395
152.8,15.8395
152.9,15.8395
153,15.8395
153.1,15.8395
153.2,15.8395
153.3,15.8395
153.4,15.8395
153.5,15.8395
153.6,15.8395
153.7,15.8395
153.8,15.8395
153.9,15.8395
154,15.8395
154.1,15.8395
154.2,15.8395
154.3,15.8395
154.4,15.8395
154.5,15.8395
154.6,15.8395
154.7,15.8395
154.8,15.8395
154.9,15.8395
155,15.8395
155.1,15.8395
155.2,15.8395
155.3,15.8395
155.4,15.8395
155.5,15.8395
155.6,15.8395
155.7,15.8395
155.8,15.8395
155.9,15.8395
156,15.8395
156.1,15.8395
156.2,15.8395
156.3,15.8395
156.4,15.8395
156.5,15.8395
156.6,15.8395
156.7,15.8395
156.8,15.8395
156.9,15.8396
157,15.8396
157.1,15.8396
157.2,15.8396
157.3,15.8396
157.4,15.8396
157.5,15.8396
157.6,15.8396
157.7,15.8396
157.8,15.8396
157.9,15.8396
158,15.8396
158.1,15.8396
158.2,15.8396
158.3,15.8396
158.4,15.8396
158.5,15.8396
158.6,15.8396
158.7,15.8396
158.8,15.8396
158.9,15.8396
159,15.8396
159.1,15.8396
159.2,15.8396
159.3,15.8396
159.4,15.8396
159.5,15.8396
159.6,15.8396
159.7,15.8396
159.8,15.8396
159.9,15.8396
160,15.8396
160.1,15.8396
160.2,15.8396
160.3,15.8396
160.4,15.8396
