x,y
160.6,43.0441
160.7,43.0573
160.8,43.0706
160.9,43.0839
161,43.0971
161.1,43.1104
161.2,43.1237
161.3,43.1369
161.4,43.1502
161.5,43.1634
161.6,43.1766
161.7,43.1899
161.8,43.2031
161.9,43.2163
162,43.2295
162.1,43.2428
162.2,43.256
162.3,43.2692
162.4,43.2824
162.5,43.2956
162.6,43.3088
162.7,43.322
162.8,43.3352
162.9,43.3484
163,43.3616
163.1,43.3747
163.2,43.3879
163.3,43.4011
163.4,43.4142
163.5,43.4274
163.6,43.4406
163.7,43.4537
163.8,43.4669
163.9,43.48
164,43.4932
164.1,43.5063
164.2,43.5194
164.3,43.5326
164.4,43.5457
164.5,43.5588
164.6,43.5719
164.7,43.585
164.8,43.5982
164.9,43.6113
165,43.6244
165.1,43.6375
165.2,43.6506
165.3,43.6636
165.4,43.6767
165.5,43.6898
165.6,43.7029
165.7,43.716
165.8,43.729
165.9,43.7421
166,43.7552
166.1,43.7682
166.2,43.7813
166.3,43.7943
166.4,43.8074
166.5,43.8204
166.6,43.8335
166.7,43.8465
166.8,43.8595
166.9,43.8726
167,43.8856
167.1,43.8986
167.2,43.9116
167.3,43.9246
167.4,43.9377
167.5,43.9507
167.6,43.9637
167.7,43.9767
167.8,43.9897
167.9,44.0026
168,44.0156
168.1,44.0286
168.2,44.0416
168.3,44.0546
168.4,44.0675
168.5,44.0805
168.6,44.0935
168.7,44.1064
168.8,44.1194
168.9,44.1323
169,44.1453
169.1,44.1582
169.2,44.1712
169.3,44.1841
169.4,44.197
169.5,44.21
169.6,44.2229
169.7,44.2358
169.8,44.2487
169.9,44.2616
170,44.2746
170.1,44.2875
170.2,44.3004
170.3,44.3133
170.4,44.3262
170.5,44.339
170.6,44.3519
170.7,44.3648
170.8,44.3777
170.9,44.3906
171,44.4034
171.1,44.4163
171.2,44.4292
171.3,44.442
171.4,44.4549
171.5,44.4678
171.6,44.4806
171.7,44.4935
171.8,44.5063
171.9,44.5191
172,44.532
172.1,44.5448
172.2,44.5576
172.3,44.5705
172.4,44.5833
172.5,44.5961
172.6,44.6089
172.7,44.6217
172.8,44.6345
172.9,44.6473
173,44.6601
173.1,44.6729
173.2,44.6857
173.3,44.6985
173.4,44.7113
173.5,44.7241
173.6,44.7368
173.7,44.7496
173.8,44.7624
173.9,44.7751
174,44.7879
174.1,44.8007
174.2,44.8134
174.3,44.8262
174.4,44.8389
174.5,44.8517
174.6,44.8644
174.7,44.8771
174.8,44.8899
174.9,44.9026
175,44.9153
175.1,44.9281
175.2,44.9408
175.3,44.9535
175.4,44.9662
175.5,44.9789
175.6,44.9916
175.7,45.0043
175.8,45.017
175.9,45.0297
176,45.0424
176.1,45.0551
176.2,45.0678
176.3,45.0804
176.4,45.0931
176.5,45.1058
176.6,45.1185
176.7,45.1311
176.8,45.1438
176.9,45.1564
177,45.1691
177.1,45.1817
177.2,45.1944
177.3,45.207
177.4,45.2197
177.5,45.2323
177.6,45.245
177.7,45.2576
177.8,45.2702
177.9,45.2828
178,45.2954
178.1,45.3081
178.2,45.3207
178.3,45.3333
178.4,45.3459
178.5,45.3585
178.6,45.3711
178.7,45.3837
178.8,45.3963
178.9,45.4089
179,45.4214
179.1,45.434
179.2,45.4466
179.3,45.4592
179.4,45.4717
179.5,45.4843
179.6,45.4969
179.7,45.5094
179.8,45.522
179.9,45.5345
180,45.5471
180.1,45.5596
180.2,45.5722
180.3,45.5847
180.4,45.5973
180.5,45.6098
180.6,45.6223
180.7,45.6348
180.8,45.6474
180.9,45.6599
181,45.6724
181.1,45.6849
181.2,45.6974
181.3,45.7099
181.4,45.7224
181.5,45.7349
181.6,45.7474
181.7,45.7599
181.8,45.7724
181.9,45.7849
182,45.7974
182.1,45.8098
182.2,45.8223
182.3,45.8348
182.4,45.8472
182.5,45.8597
182.6,45.8722
182.7,45.8846
182.8,45.8971
182.9,45.9095
183,45.922
183.1,45.9344
183.2,45.9469
183.3,45.9593
183.4,45.9717
183.5,45.9842
183.6,45.9966
183.7,46.009
183.8,46.0214
183.9,46.0339
184,46.0463
184.1,46.0587
184.2,46.0711
184.3,46.0835
184.4,46.0959
184.5,46.1083
184.6,46.1207
184.7,46.1331
184.8,46.1455
184.9,46.1578
185,46.1702
185.1,46.1826
185.2,46.195
185.3,46.2073
185.4,46.2197
185.5,46.2321
185.6,46.2444
185.7,46.2568
185.8,46.2691
185.9,46.2815
186,46.2938
186.1,46.3062
186.2,46.3185
186.3,46.3309
186.4,46.3432
186.5,46.3555
186.6,46.3678
186.7,46.3802
186.8,46.3925
186.9,46.4048
187,46.4171
187.1,46.4294
187.2,46.4417
187.3,46.454
187.4,46.4663
187.5,46.4786
187.6,46.4909
187.7,46.5032
187.8,46.5155
187.9,46.5278
188,46.5401
188.1,46.5524
188.2,46.5646
188.3,46.5769
188.4,46.5892
188.5,46.6014
188.6,46.6137
188.7,46.626
188.8,46.6382
188.9,46.6505
189,46.6627
189.1,46.675
189.2,46.6872
189.3,46.6994
189.4,46.7117
189.5,46.7239
189.6,46.7361
189.7,46.7484
189.8,46.7606
189.9,46.7728
190,46.785
190.1,46.7972
190.2,46.8095
190.3,46.8217
190.4,46.8339
190.5,46.8461
190.6,46.8583
190.7,46.8705
190.8,46.8827
190.9,46.8948
191,46.907
191.1,46.9192
191.2,46.9314
191.3,46.9436
191.4,46.9557
191.5,46.9679
191.6,46.9801
191.7,46.9922
191.8,47.0044
191.9,47.0166
192,47.0287
192.1,47.0409
192.2,47.053
192.3,47.0651
192.4,47.0773
192.5,47.0894
192.6,47.1016
192.7,47.1137
192.8,47.1258
192.9,47.1379
193,47.1501
193.1,47.1622
193.2,47.1743
193.3,47.1864
193.4,47.1985
193.5,47.2106
193.6,47.2227
193.7,47.2348
193.8,47.2469
193.9,47.259
194,47.2711
194.1,47.2832
194.2,47.2953
194.3,47.3074
194.4,47.3195
194.5,47.3315
194.6,47.3436
194.7,47.3557
194.8,47.3677
194.9,47.3798
195,47.3919
195.1,47.4039
195.2,47.416
195.3,47.428
195.4,47.4401
195.5,47.4521
195.6,47.4642
195.7,47.4762
195.8,47.4882
195.9,47.5003
196,47.5123
196.1,47.5243
196.2,47.5364
196.3,47.5484
196.4,47.5604
196.5,47.5724
196.6,47.5844
196.7,47.5964
196.8,47.6084
196.9,47.6204
197,47.6324
197.1,47.6444
197.2,47.6564
197.3,47.6684
197.4,47.6804
197.5,47.6924
197.6,47.7044
197.7,47.7164
197.8,47.7283
197.9,47.7403
198,47.7523
198.1,47.7642
198.2,47.7762
198.3,47.7882
198.4,47.8001
198.5,47.8121
198.6,47.824
198.7,47.836
198.8,47.8479
198.9,47.8599
199,47.8718
199.1,47.8837
199.2,47.8957
199.3,47.9076
199.4,47.9195
199.5,47.9315
199.6,47.9434
199.7,47.9553
199.8,47.9672
199.9,47.9791
